0.1 0.09 0.0904837
0.124775 0.109295 0.110138
0.148546 0.12686 0.128041
0.171828 0.143197 0.144701
0.194909 0.158578 0.160393
0.21796 0.173157 0.175274
0.241088 0.187029 0.18944
0.264361 0.200252 0.202949
0.28783 0.212865 0.215841
0.311531 0.224895 0.228142
0.335495 0.236363 0.239873
0.359749 0.247284 0.251051
0.384321 0.257672 0.261689
0.409237 0.267539 0.271798
0.434525 0.276893 0.281386
0.460215 0.285743 0.290464
0.486337 0.294096 0.299036
0.512926 0.301957 0.30711
0.540017 0.309331 0.314689
0.56765 0.316221 0.321776
0.595867 0.322629 0.328373
0.624712 0.328554 0.33448
0.654233 0.333997 0.340097
0.684483 0.338954 0.34522
0.715518 0.343421 0.349844
0.747398 0.347393 0.353966
0.780188 0.350862 0.357576
0.81396 0.35382 0.360666
0.848789 0.356257 0.363225
0.884759 0.35816 0.365241
0.921961 0.359516 0.366699
0.960495 0.360308 0.367585
1.00047 0.360521 0.367879
1.04201 0.360135 0.367564
1.08525 0.359129 0.366616
1.13034 0.35748 0.365013
1.17746 0.355162 0.362728
1.2268 0.352149 0.359734
1.27858 0.348409 0.355998
1.33307 0.343909 0.351486
1.39056 0.338611 0.34616
1.45142 0.332475 0.339977
1.51606 0.325453 0.33289
1.58499 0.317494 0.324844
1.65883 0.308537 0.315778
1.73835 0.298513 0.30562
1.82451 0.287341 0.294287
1.91854 0.274926 0.281682
2.02203 0.261157 0.267689
2.13709 0.245902 0.252172
2.26649 0.229014 0.23498
2.41385 0.210356 0.215968
2.58342 0.189886 0.195088
2.7786 0.167889 0.172622
2.99845 0.145303 0.149516
3.23611 0.123561 0.127233
3.4834 0.103804 0.10695
3.73549 0.0864703 0.0891342
3.99148 0.0714966 0.0737323
4.25306 0.0586179 0.0604813
4.52341 0.0475427 0.0490877
4.8066 0.038018 0.0392969
5.10747 0.0298416 0.0309071
5.43189 0.0228546 0.0237635
5.78715 0.0169281 0.0177475
6.18277 0.011947 0.0127655
6.6317 0.00778921 0.00874003
7.1524 0.00428734 0.0056002
7.77226 0.00113754 0.00327413
8 3.39349e-05 0.0026837
