5.94555 0.0167433 0.0155623
5.98954 0.0162266 0.0150027
6.03344 0.0157318 0.0144635
6.07726 0.0152582 0.013944
6.12099 0.0148051 0.0134434
6.16464 0.0143719 0.012961
6.20822 0.0139578 0.012496
6.25173 0.0135623 0.0120478
6.29518 0.0131848 0.0116158
6.33856 0.0128248 0.0111993
6.38188 0.0124818 0.0107977
6.42515 0.0121552 0.0104106
6.46837 0.0118447 0.0100373
6.51155 0.0115498 0.00967732
6.55468 0.01127 0.0093302
6.59777 0.0110051 0.00899544
6.64082 0.0107546 0.00867259
6.68385 0.0105182 0.00836121
6.72684 0.0102956 0.00806088
6.7698 0.0100865 0.0077712
6.81274 0.00989058 0.00749178
6.85566 0.00970766 0.00722225
6.89856 0.00953749 0.00696227
6.94145 0.00937983 0.00671148
6.98431 0.00923451 0.00646956
7.02717 0.00910133 0.0062362
7.07001 0.00898015 0.0060111
7.11284 0.00887081 0.00579397
7.15566 0.00877319 0.00558453
7.19847 0.00868718 0.00538253
7.24126 0.00861268 0.00518769
7.28405 0.00854961 0.00499979
7.32682 0.00849791 0.00481859
7.36957 0.00845753 0.00464385
7.41231 0.00842841 0.00447537
7.45502 0.00841054 0.00431294
7.49772 0.0084039 0.00415635
7.54038 0.00840849 0.00400542
7.58301 0.0084243 0.00385995
7.62561 0.00845135 0.00371977
7.66816 0.00848967 0.00358469
7.71067 0.00853929 0.00345455
7.75312 0.00860026 0.00332918
7.79552 0.00867263 0.00320842
7.83786 0.00875646 0.00309212
7.88014 0.00885182 0.00298012
7.92234 0.00895879 0.00287227
7.96447 0.00907747 0.00276842
8 0.00918695 0.0026837
