0.01 0.0198007 -0.00826928 0.0100472
0.02 0.0392073 -0.0163734 0.0198933
0.03 0.0582258 -0.0243141 0.0295401
0.04 0.0768619 -0.0320933 0.0389894
0.05 0.0951214 -0.0397127 0.0482431
0.06 0.11301 -0.0471742 0.0573029
0.07 0.130533 -0.0544795 0.0661706
0.08 0.147696 -0.0616303 0.0748481
0.09 0.164505 -0.0686285 0.0833371
0.1 0.180965 -0.0754757 0.0916394
0.11 0.19708 -0.0821737 0.0997567
0.12 0.212858 -0.0887241 0.107691
0.13 0.228301 -0.0951287 0.115444
0.14 0.243417 -0.101389 0.123016
0.15 0.258209 -0.107507 0.130411
0.16 0.272682 -0.113484 0.13763
0.17 0.286842 -0.119321 0.144674
0.18 0.300693 -0.125021 0.151546
0.19 0.31424 -0.130585 0.158246
0.2 0.327488 -0.136014 0.164776
0.21 0.340441 -0.141311 0.171139
0.22 0.353103 -0.146476 0.177336
0.23 0.365481 -0.151511 0.183368
0.24 0.377576 -0.156417 0.189238
0.25 0.389395 -0.161197 0.194946
0.26 0.400942 -0.165852 0.200495
0.27 0.41222 -0.170383 0.205886
0.28 0.423234 -0.174791 0.211121
0.29 0.433987 -0.179079 0.216201
0.3 0.444485 -0.183247 0.221127
0.31 0.454732 -0.187297 0.225903
0.32 0.46473 -0.19123 0.230529
0.33 0.474484 -0.195048 0.235006
0.34 0.483998 -0.198753 0.239336
0.35 0.493276 -0.202345 0.243522
0.36 0.502321 -0.205826 0.247564
0.37 0.511138 -0.209197 0.251463
0.38 0.519729 -0.21246 0.255223
0.39 0.528099 -0.215615 0.258843
0.4 0.53625 -0.218666 0.262326
0.41 0.544187 -0.221611 0.265672
0.42 0.551914 -0.224454 0.268885
0.43 0.559432 -0.227195 0.271964
0.44 0.566746 -0.229835 0.274912
0.45 0.57386 -0.232376 0.27773
0.46 0.580775 -0.234819 0.280419
0.47 0.587497 -0.237165 0.282982
0.48 0.594026 -0.239415 0.285419
0.49 0.600368 -0.241572 0.287731
0.5 0.606525 -0.243635 0.289921
0.51 0.6125 -0.245606 0.29199
0.52 0.618296 -0.247486 0.293939
0.53 0.623916 -0.249277 0.295769
0.54 0.629363 -0.250979 0.297482
0.55 0.63464 -0.252594 0.29908
0.56 0.639749 -0.254123 0.300564
0.57 0.644694 -0.255567 0.301934
0.58 0.649477 -0.256927 0.303194
0.59 0.654101 -0.258204 0.304343
0.6 0.658569 -0.259399 0.305383
0.61 0.662883 -0.260514 0.306316
0.62 0.667046 -0.261549 0.307143
0.63 0.671061 -0.262506 0.307866
0.64 0.67493 -0.263385 0.308484
0.65 0.678655 -0.264188 0.309001
0.66 0.682239 -0.264916 0.309418
0.67 0.685685 -0.265569 0.309734
0.68 0.688995 -0.266149 0.309953
0.69 0.692171 -0.266657 0.310075
0.7 0.695215 -0.267094 0.310101
0.71 0.698131 -0.26746 0.310033
0.72 0.700919 -0.267757 0.309872
0.73 0.703583 -0.267985 0.309619
0.74 0.706125 -0.268147 0.309276
0.75 0.708546 -0.268241 0.308843
0.76 0.71085 -0.268271 0.308323
0.77 0.713037 -0.268236 0.307716
0.78 0.71511 -0.268137 0.307023
0.79 0.717072 -0.267975 0.306246
0.8 0.718923 -0.267752 0.305385
0.81 0.720667 -0.267468 0.304443
0.82 0.722305 -0.267123 0.30342
0.83 0.723839 -0.26672 0.302318
0.84 0.725271 -0.266258 0.301137
0.85 0.726603 -0.265739 0.299879
0.86 0.727836 -0.265164 0.298544
0.87 0.728973 -0.264533 0.297135
0.88 0.730016 -0.263846 0.295653
0.89 0.730965 -0.263106 0.294097
0.9 0.731823 -0.262313 0.29247
0.91 0.732592 -0.261467 0.290773
0.92 0.733273 -0.26057 0.289007
0.93 0.733868 -0.259622 0.287172
0.94 0.734379 -0.258624 0.285271
0.95 0.734807 -0.257577 0.283303
0.96 0.735153 -0.256482 0.281271
0.97 0.73542 -0.255338 0.279175
0.98 0.735609 -0.254148 0.277016
0.99 0.735721 -0.252912 0.274796
1 0.735758 -0.25163 0.272515
1.01 0.735722 -0.250304 0.270175
1.02 0.735613 -0.248934 0.267776
1.03 0.735434 -0.247521 0.26532
1.04 0.735185 -0.246065 0.262808
1.05 0.734869 -0.244567 0.26024
1.06 0.734486 -0.243028 0.257618
1.07 0.734038 -0.241449 0.254942
1.08 0.733527 -0.239831 0.252214
1.09 0.732952 -0.238173 0.249435
1.1 0.732317 -0.236477 0.246606
1.11 0.731621 -0.234743 0.243727
1.12 0.730867 -0.232972 0.2408
1.13 0.730056 -0.231165 0.237825
1.14 0.729188 -0.229322 0.234804
1.15 0.728266 -0.227445 0.231738
1.16 0.727289 -0.225532 0.228627
1.17 0.72626 -0.223586 0.225472
1.18 0.725179 -0.221607 0.222275
1.19 0.724048 -0.219595 0.219036
1.2 0.722868 -0.217552 0.215756
1.21 0.721639 -0.215476 0.212436
1.22 0.720363 -0.213371 0.209077
1.23 0.719042 -0.211235 0.205681
1.24 0.717675 -0.209069 0.202247
1.25 0.716264 -0.206874 0.198776
1.26 0.71481 -0.204651 0.19527
1.27 0.713315 -0.2024 0.19173
1.28 0.711778 -0.200122 0.188156
1.29 0.710201 -0.197817 0.184549
1.3 0.708585 -0.195486 0.18091
1.31 0.706931 -0.193129 0.17724
1.32 0.70524 -0.190747 0.17354
1.33 0.703512 -0.188341 0.16981
1.34 0.701749 -0.18591 0.166051
1.35 0.699952 -0.183456 0.162265
1.36 0.69812 -0.180979 0.158452
1.37 0.696256 -0.178479 0.154612
1.38 0.69436 -0.175957 0.150747
1.39 0.692433 -0.173414 0.146858
1.4 0.690475 -0.170849 0.142945
1.41 0.688488 -0.168264 0.139008
1.42 0.686472 -0.165659 0.13505
1.43 0.684427 -0.163035 0.13107
1.44 0.682356 -0.160391 0.127069
1.45 0.680258 -0.157729 0.123048
1.46 0.678134 -0.155048 0.119008
1.47 0.675985 -0.15235 0.11495
1.48 0.673812 -0.149634 0.110873
1.49 0.671615 -0.146902 0.10678
1.5 0.669395 -0.144153 0.102671
1.51 0.667153 -0.141388 0.0985455
1.52 0.664889 -0.138608 0.0944056
1.53 0.662604 -0.135813 0.0902515
1.54 0.660299 -0.133002 0.086084
1.55 0.657974 -0.130178 0.0819037
1.56 0.655629 -0.12734 0.0777113
